Semester Taken,ID,Mathrecommendation,Adjusted Score,Score
SP2017,3FE652B1,MATH120,1113,24
SP2017,3FE654F5,MATH120,813,21
SP2017,3FE65563,MATH120,912,21
SP2017,3FE66111,MATH120,1213,25
SP2017,3FE661BB,MATH120,913,22
SP2017,3FE661CF,MATH120,912,21
SP2017,3FE66445,MATH120,1615,31
SP2017,3FE66521,MATH120,812,20
SP2017,3FE6655D,MATH112,706,13
SP2017,3FE665B7,MATH112,204,6
SP2017,3FE66661,MATH120,1014,24
SP2017,3FE6676F,MATH120,813,21
SP2017,3FE66797,MATH120,1211,23
SP2017,3FE66981,MATH120,1416,30
SP2017,3FE66AA3,MATH112,706,13
SP2017,3FE66AD5,MATH120,1109,20
SP2017,3FE66B25,MATH120,1313,26
SP2017,3FE66BC5,MATH120,912,21
SP2017,3FE66DF5,MATH120,1111,22
SP2017,3FE66E27,MATH120,1916,35
SP2017,3FE6707F,MATH115,209,11
SP2017,3FE6727D,MATH120,915,24
SP2017,3FE67ABB,MATH120,1211,23
SP2017,3FE67AF7,MATH120,813,21
SP2017,3FE67B6F,MATH120,1311,24
SP2017,3FE67B83,MATH112,706,13
SP2017,3FE67D4F,MATH115,709,16
SP2017,3FE67E7B,MATH120,807,15
SP2017,3FE67EAD,MATH120,1514,29
SP2017,3FE68137,MATH120,1312,25
SP2017,3FE68231,MATH115,711,18
SP2017,3FE68245,MATH115,409,13
SP2017,3FE682DB,MATH112,407,11
SP2017,3FE685FB,MATH120,1114,25
SP2017,3FE68687,MATH120,1015,25
SP2017,3FE6869B,MATH120,812,20
SP2017,3FE68759,MATH120,1312,25
SP2017,3FE68849,MATH115,613,19
SP2017,3FE6888F,MATH120,1212,24
SP2017,3FE688AD,MATH115,609,15
SP2017,3FE68B91,MATH120,1815,33
SP2017,3FE68DDF,MATH120,816,24
SP2017,3FE6973F,MATH112,107,8
SP2017,3FE6AAC7,MATH115,512,17
SP2017,3FE6AB5D,MATH120,1314,27
SP2017,3FE6AC43,MATH120,1316,29
SP2017,3FE6AD47,MATH115,611,17
SP2017,3FE6AE4B,MATH120,1816,34
SP2017,3FE6AED7,MATH120,1215,27
SP2017,3FE6B495,MATH120,1516,31
SP2017,3FE6B751,MATH115,612,18
SP2017,3FE6B78D,MATH120,1315,28
SP2017,3FE6B891,MATH115,609,15
SP2017,3FE6B9A9,MATH120,1113,24
SP2017,3FE6BA3F,MATH120,1515,30
SP2017,3FE6BA5D,MATH115,614,20
SP2017,3FE6BBA7,MATH120,811,19
SP2017,3FE6BCE7,MATH120,1115,26
SP2017,3FE6BE95,MATH120,1516,31
SP2017,3FE6C6FB,MATH115,613,19
SP2017,3FE6C8EF,MATH120,913,22
SP2017,3FE6CD4F,MATH120,1014,24
SP2017,3FE6CDA9,MATH120,1413,27
SP2017,3FE6CE17,MATH112,104,5
SP2017,3FE6CEC1,MATH120,1416,30
SP2017,3FE6CF2F,MATH115,412,16
SP2017,3FE6D187,MATH115,412,16
SP2017,3FE6D489,MATH115,509,14
SP2017,3FE6D94D,MATH120,1110,21
SP2017,3FE6D9A7,MATH120,2016,36
SP2017,3FE6E05F,MATH120,1009,19
SP2017,3FE6E113,MATH120,913,22
SP2017,3FE6E163,MATH115,313,16
SP2017,3FE6E19F,MATH120,1111,22
SP2017,3FE6E1A9,MATH112,308,11
SP2017,3FE6E465,MATH115,709,16
SP2017,3FE6E613,MATH115,714,21
SP2017,3FE6E659,MATH120,1313,26
SP2017,3FE6E7CB,MATH112,608,14
SP2017,3FE6E8ED,MATH120,1514,29
SP2017,3FE6E983,MATH120,1314,27
SP2017,3FE6EA05,MATH120,1715,32
SP2017,3FE6EA73,MATH120,812,20
SP2017,3FE6EBBD,MATH112,307,10
SP2017,3FE6EC21,MATH115,609,15
SP2017,3FE6ED43,MATH120,815,23
SP2017,3FE6EDCF,MATH115,410,14
SP2017,3FE6EEA1,MATH120,1615,31
SP2017,3FE6F4CD,MATH115,609,15
SP2017,3FE6F5D1,MATH115,512,17
SP2017,3FE6F6CB,MATH120,1014,24
SP2017,3FE6F883,MATH120,1814,32
SP2017,3FE6F8DD,MATH120,1613,29
SP2017,3FE6FFE5,MATH112,507,12
SP2017,3FE70189,MATH120,2015,35
SP2017,3FE70279,MATH120,1415,29
SP2017,3FE70297,MATH120,811,19
SP2017,3FE702C9,MATH115,614,20
SP2017,3FE7032D,MATH120,1114,25
SP2017,3FE703C3,MATH120,909,18
SP2017,3FE70445,MATH120,912,21
SP2017,3FE705C1,MATH120,2016,36
SP2017,3FE7064D,MATH120,1515,30
SP2017,3FE70693,MATH120,813,21
SP2017,3FE70729,MATH120,1113,24
SP2017,3FE70A0D,MATH120,811,19
SP2017,3FE70A5D,MATH115,612,18
SP2017,3FE70CFB,MATH112,508,13
SP2017,3FE757B5,MATH120,1215,27
SP2017,3FE75819,MATH120,1413,27
SP2017,3FE75995,MATH115,510,15
SP2017,3FE75DE1,MATH120,1113,24
SP2017,3FE75E95,MATH112,705,12
SP2017,3FE75EE5,MATH120,1516,31
SP2017,3FE75F7B,MATH120,1510,25
SP2017,3FE76165,MATH112,608,14
SP2017,3FE761E7,MATH115,609,15
SP2017,3FE76241,MATH112,508,13
SP2017,3FE76273,MATH120,1816,34
SP2017,3FE76313,MATH115,411,15
SP2017,3FE7652F,MATH115,210,12
SP2017,3FE76593,MATH115,612,18
SP2017,3FE765E3,MATH115,409,13
SP2017,3FE766FB,MATH120,1614,30
SP2017,3FE767AF,MATH120,1114,25
SP2017,3FE76BC9,MATH115,511,16
SP2017,3FE77079,MATH120,816,24
SP2017,3FE771B9,MATH120,912,21
SP2017,3FE771F5,MATH115,710,17
SP2017,3FE77209,MATH120,1314,27
SP2017,3FE7728B,MATH120,1213,25
SP2017,3FE77709,MATH120,1816,34
SP2017,3FE777BD,MATH120,1313,26
SP2017,3FE778AD,MATH112,203,5
SP2017,3FE77961,MATH120,811,19
SP2017,3FE77B05,MATH120,1816,34
SP2017,3FE77B05,MATH120,1415,29
SP2017,3FE784E7,MATH120,1515,30
SP2017,3FE7857D,MATH115,612,18
SP2017,3FE785B9,MATH112,105,6
SP2017,3FE7873F,MATH120,911,20
SP2017,3FE7878F,MATH120,1314,27
SP2017,3FE787A3,MATH120,1514,29
SP2017,3FE78915,MATH120,1013,23
SP2017,3FE78AD7,MATH115,611,17
SP2017,3FE78B81,MATH115,513,18
SP2017,3FE79815,MATH120,1514,29
SP2017,3FE79987,MATH120,812,20
SP2017,3FE799B9,MATH120,1516,31
SP2017,3FE79A27,MATH120,912,21
SP2017,3FE79AA9,MATH120,914,23
SP2017,3FE79EB9,MATH120,811,19
SP2017,3FE7AF49,MATH112,106,7
SP2017,3FE7B06B,MATH120,1013,23
SP2017,3FE7B133,MATH120,1215,27
SP2017,3FE7B54D,MATH112,106,7
SP2017,3FE7B561,MATH120,1111,22
SP2017,3FE7B63D,MATH120,1614,30
SP2017,3FE7B66F,MATH115,713,20
SP2017,3FE7B7B9,MATH120,1111,22
SP2017,3FE7BC41,MATH120,1216,28
SP2017,3FE7BD63,MATH112,305,8
SP2017,3FE7BD6D,MATH120,915,24
SP2017,3FE7BD95,MATH115,613,19
SP2017,3FE7BE03,MATH120,1311,24
SP2017,3FE7BE85,MATH120,1715,32
SP2017,3FE7CAA1,MATH120,1714,31
SP2017,3FE7DE3D,MATH120,1316,29
SP2017,3FE7E185,MATH115,612,18
SP2017,3FE7E293,MATH120,914,23
SP2017,3FE7E2F7,MATH120,809,17
SP2017,3FE7E455,MATH120,914,23
SP2017,3FE7E4CD,MATH115,315,18
SP2017,3FE7E6DF,MATH120,1215,27
SP2017,3FE7E74D,MATH112,604,10
SP2017,3FE7ED8D,MATH115,711,18
SP2017,3FE7EE5F,MATH120,914,23
SP2017,3FE7FA17,MATH120,1215,27
SP2017,3FE801AB,MATH115,709,16
SP2017,3FE804FD,MATH115,510,15
SP2017,3FE80859,MATH120,1512,27
SP2017,3FE8088B,MATH120,1113,24
SP2017,3FE80895,MATH112,407,11
SP2017,3FE80B5B,MATH112,707,14
SP2017,3FE80B8D,MATH112,408,12
SP2017,3FE80C05,MATH120,912,21
SP2017,3FE80C87,MATH120,1314,27
SP2017,3FE80D8B,MATH120,1213,25
SP2017,3FE80F4D,MATH120,1014,24
SP2017,3FE80F9D,MATH120,814,22
SP2017,3FE80FF7,MATH120,1615,31
SP2017,3FE811B9,MATH115,511,16
SP2017,3FE811EB,MATH120,1615,31
SP2017,3FE81DE9,MATH115,614,20
SP2017,3FE83775,MATH120,1015,25
SP2017,3FE83B85,MATH120,1411,25
SP2017,3FE841C5,MATH115,512,17
SP2017,3FE842BF,MATH120,1313,26
SP2017,3FE8487D,MATH120,1212,24
SP2017,3FE848EB,MATH120,907,16
SP2017,3FE84BA7,MATH120,815,23
SP2017,3FE8579B,MATH120,1114,25
SP2017,3FE857EB,MATH112,408,12
SP2017,3FE85B1F,MATH112,505,10
SP2017,3FE85B65,MATH120,1014,24
SP2017,3FE85CE1,MATH115,614,20
SP2017,3FE85D4F,MATH115,513,18
SP2017,3FE86925,MATH115,515,20
SP2017,3FE872D5,MATH115,613,19
SP2017,3FE87573,MATH120,1215,27
SP2017,3FE8757D,MATH115,609,15
SP2017,3FE87C03,MATH112,705,12
SP2017,3FE88743,MATH115,712,19
SP2017,3FE88955,MATH120,1210,22
SP2017,3FE89003,MATH115,411,15
SP2017,3FE89247,MATH115,715,22
SP2017,3FE892DD,MATH120,1110,21
SP2017,3FE89459,MATH120,2015,35
SP2017,3FE89481,MATH115,109,10
SP2017,3FE8949F,MATH120,1312,25
SP2017,3FE89585,MATH120,1007,17
SP2017,3FE89913,MATH120,1914,33
SP2017,3FE89A03,MATH112,1,1
SP2017,3FE89D7D,MATH120,913,22
SP2017,3FE89E4F,MATH120,1411,25
SP2017,3FE89F8F,MATH120,912,21
SP2017,3FE8A007,MATH115,409,13
SP2017,3FE8A061,MATH115,709,16
SP2017,3FE8A831,MATH120,1314,27
SP2017,3FE8A86D,MATH120,810,18
SP2017,3FE8AA2F,MATH120,1915,34
SP2017,3FE8AEAD,MATH112,703,10
SP2017,3FE8B8F3,MATH112,208,10
SP2017,3FE8BC63,MATH115,509,14
SP2017,3FE8BCB3,MATH120,911,20
SP2017,3FE8BE39,MATH120,1414,28
SP2017,3FE8BF0B,MATH112,606,12
SP2017,3FE8C023,MATH115,209,11
SP2017,3FE8C0F5,MATH112,605,11
SP2017,3FE8C0FF,MATH112,405,9
SP2017,3FE8C479,MATH112,505,10
SP2017,3FE8C5EB,MATH115,711,18
SP2017,3FE8C839,MATH112,706,13
SP2017,3FE8C9FB,MATH115,413,17
SP2017,3FE8CB27,MATH115,511,16
SP2017,3FE8CB63,MATH115,709,16
SP2017,3FE8E11B,MATH115,611,17
SP2017,3FE8E1ED,MATH115,609,15
SP2017,3FE8E1F7,MATH115,209,11
SP2017,3FE8E6B1,MATH120,1414,28
SP2017,3FE8E6E3,MATH120,1010,20
SP2017,3FE8E887,MATH120,1515,30
SP2017,3FE8EE77,MATH115,513,18
SP2017,3FE8F0A7,MATH115,509,14
SP2017,3FE8F101,MATH120,1512,27
SP2017,3FE8F9AD,MATH115,312,15
SP2017,3FE8FA4D,MATH112,3,3
SP2017,3FE8FF4D,MATH120,913,22
SP2017,3FE90119,MATH120,1210,22
SP2017,3FE902F9,MATH120,1414,28
SP2017,3FE907C7,MATH115,716,23
SP2017,3FE90853,MATH112,306,9
SP2017,3FE908D5,MATH112,107,8
SP2017,3FE909C5,MATH120,1714,31
SP2017,3FE916D1,MATH120,1316,29
SP2017,3FE916F9,MATH112,708,15
SP2017,3FE91929,MATH115,509,14
SP2017,3FE919D3,MATH112,106,7
SP2017,3FE91B63,MATH120,1914,33
SP2017,3FE91B77,MATH120,1816,34
SP2017,3FE91B9F,MATH112,306,9
SP2017,3FE91BBD,MATH120,1412,26
SP2017,3FE91C2B,MATH115,711,18
SP2017,3FE91EF1,MATH120,1616,32
SP2017,3FE93481,MATH112,708,15
SP2017,3FE93A67,MATH115,509,14
SP2017,3FE93A71,MATH112,504,9
SP2017,3FE94241,MATH112,606,12
SP2017,3FE942AF,MATH120,1013,23
SP2017,3FE9447B,MATH112,704,11
SP2017,3FE944B7,MATH120,1816,34
SP2017,3FE94543,MATH120,1215,27
SP2017,3FE94723,MATH120,1012,22
SP2017,3FE9481D,MATH120,1113,24
SP2017,3FE94827,MATH115,710,17
SP2017,3FE9497B,MATH120,1111,22
SP2017,3FE94A61,MATH112,205,7
SP2017,3FE94AA7,MATH120,1014,24
SP2017,3FE94AD9,MATH120,1213,25
SP2017,3FE94AED,MATH120,914,23
SP2017,3FE94B01,MATH115,310,13
SP2017,3FE950A1,MATH112,205,7
SP2017,3FE950B5,MATH120,912,21
SP2017,3FE9517D,MATH120,1514,29
SP2017,3FE951D7,MATH115,714,21
SP2017,3FE95227,MATH112,708,15
SP2017,3FE953F3,MATH120,1012,22
SP2017,3FE956C3,MATH120,1212,24
SP2017,3FE98F17,MATH120,1716,33
SP2017,3FE99115,MATH120,910,19
SP2017,3FE995D9,MATH115,711,18
SP2017,3FE99633,MATH115,712,19
SP2017,3FE99A07,MATH115,715,22
SP2017,3FE99AA7,MATH112,708,15
SP2017,3FE99B47,MATH112,108,9
SP2017,3FE9A0D3,MATH112,203,5
SP2017,3FE9A4D9,MATH115,609,15
SP2017,3FE9A565,MATH112,407,11
SP2017,3FE9A76D,MATH120,1413,27
SP2017,3FE9A78B,MATH115,713,20
SP2017,3FE9B28F,MATH120,1013,23
SP2017,3FE9B4A1,MATH115,712,19
SP2017,3FE9BEF1,MATH115,713,20
SP2017,3FE9BF73,MATH120,1614,30
SP2017,3FE9C2B1,MATH115,313,16
SP2017,3FE9C649,MATH120,811,19
SP2017,3FE9CFBD,MATH120,811,19
SP2017,3FE9D46D,MATH115,411,15
SP2017,3FE9D7E7,MATH120,1313,26
SP2017,3FE9DB1B,MATH120,912,21
SP2017,3FE9DB93,MATH120,1316,29
SP2017,3FE9DC47,MATH120,813,21
SP2017,3FE9DCFB,MATH115,609,15
SP2017,3FE9DD2D,MATH112,405,9
SP2017,3FE9EB15,MATH120,1816,34
SP2017,3FE9EF2F,MATH112,508,13
SP2017,3FE9EF57,MATH115,513,18
SP2017,3FE9F411,MATH120,913,22
SP2017,3FE9F42F,MATH115,712,19
SP2017,3FE9F46B,MATH120,1216,28
SP2017,3FE9F475,MATH112,408,12
SP2017,3FE9F493,MATH120,1013,23
SP2017,3FE9F605,MATH112,408,12
SP2017,3FE9F65F,MATH115,709,16
SP2017,3FE9F673,MATH120,1214,26
SP2017,3FE9F849,MATH120,1414,28
SP2017,3FE9F88F,MATH120,811,19
SP2017,3FE9F975,MATH120,813,21
SP2017,3FE9FB05,MATH120,1113,24
SP2017,3FE9FBF5,MATH115,512,17
SP2017,3FE9FC1D,MATH120,1716,33
SP2017,3FE9FC63,MATH115,714,21
SP2017,3FE9FD5D,MATH120,1214,26
SP2017,3FEA0915,MATH120,1215,27
SP2017,3FEA0C5D,MATH120,1716,33
SP2017,3FEA0CDF,MATH112,707,14
SP2017,3FEA0D4D,MATH120,1013,23
SP2017,3FEA0DCF,MATH112,707,14
SP2017,3FEA0EE7,MATH115,510,15
SP2017,3FEA0FA5,MATH120,1012,22
SP2017,3FEA0FF5,MATH120,1214,26
SP2017,3FEA19FF,MATH115,510,15
SP2017,3FEA1C39,MATH115,510,15
SP2017,3FEA1C61,MATH120,1013,23
SP2017,3FEA1CF7,MATH112,408,12
SP2017,3FEA1DDD,MATH112,507,12
SP2017,3FEA1EAF,MATH120,1415,29
SP2017,3FEA1EFF,MATH120,911,20
SP2017,3FEA1F59,MATH120,1416,30
SP2017,3FEA1FD1,MATH120,1413,27
SP2017,3FEA214D,MATH120,814,22
SP2017,3FEA216B,MATH115,413,17
SP2017,3FEA21A7,MATH115,713,20
SP2017,3FEA26CF,MATH120,1114,25
SP2017,3FEA2B1B,MATH120,1216,28
SP2017,3FEA2B2F,MATH120,1515,30
SP2017,3FEA2B7F,MATH120,1010,20
SP2017,3FEA2C29,MATH120,1715,32
SP2017,3FEA2C5B,MATH120,813,21
SP2017,3FEA2D23,MATH115,710,17
SP2017,3FEA2E77,MATH115,713,20
SP2017,3FEA30A7,MATH120,1616,32
SP2017,3FEA315B,MATH112,506,11
SP2017,3FEA3D6D,MATH120,806,14
SP2017,3FEA3E7B,MATH120,1913,32
SP2017,3FEA3E99,MATH112,106,7
SP2017,3FEA3EE9,MATH120,1211,23
SP2017,3FEA40B5,MATH115,711,18
SP2017,3FEA41CD,MATH120,810,18
SP2017,3FEA4281,MATH120,1515,30
SP2017,3FEA429F,MATH112,208,10
SP2017,3FEA4D3F,MATH120,1213,25
SP2017,3FEA4ED9,MATH112,7,7
SP2017,3FEA4F15,MATH115,609,15
SP2017,3FEA539D,MATH115,709,16
SP2017,3FEA5451,MATH120,912,21
SP2017,3FEA5677,MATH120,814,22
SP2017,3FEA5695,MATH115,610,16
SP2017,3FEA5735,MATH120,1212,24
SP2017,3FEA5A55,MATH115,612,18
SP2017,3FEA5C2B,MATH120,1616,32
SP2017,3FEA5C53,MATH115,413,17
SP2017,3FEA5C85,MATH115,709,16
SP2017,3FEA5C99,MATH115,411,15
SP2017,3FEA5D61,MATH120,1215,27
SP2017,3FEA5FB9,MATH120,1114,25
SP2017,3FEA6117,MATH120,911,20
SP2017,3FEA621B,MATH120,1715,32
SP2017,3FEA69CD,MATH120,910,19
SP2017,3FEA6A1D,MATH120,1111,22
SP2017,3FEA6D01,MATH120,813,21
SP2017,3FEAEA5B,MATH120,1515,30
SP2017,3FEB05C7,MATH120,1213,25
SP2017,3FEB0621,MATH115,713,20
SP2017,3FEB0699,MATH120,811,19
SP2017,3FEB06A3,MATH112,707,14
SP2017,3FEB06AD,MATH120,816,24
SP2017,3FEB06DF,MATH112,207,9
SP2017,3FEB0711,MATH120,1114,25
SP2017,3FEB072F,MATH120,1616,32
SP2017,3FEB1125,MATH120,1113,24
SP2017,3FEB1139,MATH120,812,20
SP2017,3FEB644F,MATH115,412,16
SP2017,3FEB6503,MATH120,1916,35
SP2017,3FEB699F,MATH115,310,13
SP2017,3FEB6A7B,MATH112,308,11
SP2017,3FEB6A99,MATH120,1616,32
SP2017,3FEB6AD5,MATH115,712,19
SP2017,3FEB6C83,MATH120,1515,30
SP2017,3FEB6CA1,MATH120,914,23
SP2017,3FEB6CAB,MATH120,912,21
SP2017,3FEB89E3,MATH120,1312,25
SP2017,3FEB8EF7,MATH120,1216,28
SP2017,3FEBA6C1,MATH115,713,20
SP2017,3FEBEC35,MATH120,1515,30
SP2017,3FEBEEFB,MATH115,111,12
SP2017,3FEBFD47,MATH120,908,17
SP2017,3FEC0B43,MATH115,714,21
SP2017,3FEC0B6B,MATH120,2016,36
SP2017,3FEC102F,MATH120,1315,28
SP2017,3FEC184F,MATH120,1613,29
SP2017,3FEC1877,MATH120,1014,24
SP2017,3FEC18D1,MATH120,1413,27
SP2017,3FEC1A1B,MATH115,713,20
SP2017,3FEC1C2D,MATH120,1111,22
SP2017,3FEC1C55,MATH120,1108,19
SP2017,3FEC29D9,MATH120,1210,22
SP2017,3FEC3285,MATH120,1915,34
SP2017,3FEC331B,MATH112,405,9
SP2017,3FEC33BB,MATH120,1115,26
SP2017,3FEC3415,MATH120,1314,27
SP2017,3FEC341F,MATH120,916,25
SP2017,3FEC421B,MATH115,409,13
SP2017,3FEC424D,MATH120,1013,23
SP2017,3FEC4E55,MATH120,815,23
SP2017,3FEC4EA5,MATH112,307,10
SP2017,3FEC645D,MATH120,811,19
SP2017,3FEC6575,MATH120,1211,23
SP2017,3FEC8145,MATH120,814,22
SP2017,3FEC9FB3,MATH120,1412,26
SP2017,3FEC9FE5,MATH120,1616,32
SP2017,3FECA017,MATH120,1409,23
SP2017,3FECC3E9,MATH120,1012,22
SP2017,3FECC5B5,MATH120,1415,29
SP2017,3FECD073,MATH115,310,13
SP2017,3FECD0CD,MATH112,706,13
SP2017,3FECD5CD,MATH115,311,14
SP2017,3FECD6B3,MATH120,812,20
SP2017,3FECD717,MATH120,814,22
SP2017,3FECD7CB,MATH120,1112,23
SP2017,3FECD979,MATH120,1916,35
SP2017,3FECDDD9,MATH112,708,15
SP2017,3FECE635,MATH120,1414,28
SP2017,3FECE7A7,MATH120,1314,27
SP2017,3FECE883,MATH120,1915,34
SP2017,3FECE8FB,MATH120,1514,29
SP2017,3FECE973,MATH115,713,20
SP2017,3FECE9CD,MATH120,1014,24
SP2017,3FECEB53,MATH120,1515,30
SP2017,3FECEBA3,MATH120,1314,27
SP2017,3FECEC07,MATH120,811,19
SP2017,3FECFF0D,MATH120,1816,34
SP2017,3FED01DD,MATH115,713,20
SP2017,3FED16FF,MATH120,812,20
SP2017,3FED1EE3,MATH120,1712,29
SP2017,3FED2D4D,MATH115,710,17
SP2017,3FED356D,MATH112,307,10
SP2017,3FED3635,MATH120,811,19
SP2017,3FED367B,MATH120,1415,29
SP2017,3FED3685,MATH112,308,11
SP2017,3FED3725,MATH120,1916,35
SP2017,3FED37E3,MATH120,1011,21
SP2017,3FED64F7,MATH115,613,19
SP2017,3FED6597,MATH120,1815,33
SP2017,3FED699D,MATH120,1416,30
SP2017,3FED6B2D,MATH112,405,9
SP2017,3FED6C59,MATH120,1616,32
SP2017,3FED6CE5,MATH112,406,10
SP2017,3FED6D03,MATH120,1716,33
SP2017,3FED72CB,MATH120,1311,24
SP2017,3FED734D,MATH115,411,15
SP2017,3FED77AD,MATH120,1115,26
SP2017,3FED7807,MATH120,908,17
SP2017,3FED793D,MATH120,814,22
SP2017,3FED7947,MATH120,1111,22
SP2017,3FEDB0DD,MATH120,1714,31
SP2017,3FEDBA01,MATH115,510,15
SP2017,3FEDC163,MATH120,912,21
SP2017,3FEDC18B,MATH115,710,17
SP2017,3FEDC48D,MATH120,1215,27
SP2017,3FEDC4A1,MATH120,914,23
SP2017,3FEDD239,MATH120,1213,25
SP2017,3FEDD4F5,MATH120,1415,29
SP2017,3FEDD4FF,MATH112,404,8
SP2017,3FEDD51D,MATH120,811,19
SP2017,3FEDD531,MATH120,1014,24
SP2017,3FEDD905,MATH120,1816,34
SP2017,3FEDE477,MATH120,813,21
SP2017,3FEDF1FB,MATH115,710,17
SP2017,3FEDFA07,MATH120,1015,25
SP2017,3FEE2793,MATH115,712,19
SP2017,3FEE3071,MATH115,413,17
SP2017,3FEE362F,MATH112,608,14
SP2017,3FEE49FD,MATH120,1716,33
SP2017,3FEE4A07,MATH120,913,22
SP2017,3FEE4A2F,MATH112,406,10
SP2017,3FEE4A39,MATH120,1114,25
SP2017,3FEE5475,MATH120,1212,24
SP2017,3FEE5493,MATH112,306,9
SP2017,3FEE5F83,MATH112,108,9
SP2017,3FEE5FD3,MATH112,405,9
SP2017,3FEE604B,MATH120,1013,23
SP2017,3FEE715D,MATH115,514,19
SP2017,3FEE7167,MATH120,1415,29
SP2017,3FEE94E9,MATH120,1416,30
SP2017,3FEE94F3,MATH120,1815,33
SP2017,3FEEA88F,MATH112,502,7
SP2017,3FEEA8C1,MATH120,1515,30
SP2017,3FEEA8E9,MATH120,1915,34
SP2017,3FEEA91B,MATH120,913,22
SP2017,3FEEA925,MATH120,1716,33
SP2017,3FEEAE39,MATH120,810,18
SP2017,3FEEBDD9,MATH120,813,21
SP2017,3FEED48B,MATH120,1815,33
SP2017,3FEED4DB,MATH120,1313,26
SP2017,3FEEF51F,MATH115,409,13
SP2017,3FEEF58D,MATH112,407,11
SP2017,3FEEFFAB,MATH120,1113,24
SP2017,3FEF0541,MATH120,1312,25
SP2017,3FEF13B5,MATH120,1112,23
SP2017,3FEF3165,MATH115,613,19
SP2017,3FEF35B1,MATH120,1215,27
SP2017,3FEF4713,MATH120,1716,33
SP2017,3FEF5CCB,MATH120,811,19
SP2017,3FEF82C3,MATH120,815,23
SP2017,3FEFA2F3,MATH120,1115,26
SP2017,3FEFACB7,MATH120,1414,28
SP2017,3FEFB027,MATH120,1213,25
SP2017,3FEFB491,MATH112,507,12
SP2017,3FEFC337,MATH120,1415,29
SP2017,3FEFE4D9,MATH120,1514,29
SP2017,3FEFE4E3,MATH120,1412,26
SP2017,3FEFE53D,MATH115,715,22
SP2017,3FEFE835,MATH112,507,12
SP2017,3FEFEAB5,MATH120,1715,32
SP2017,3FF0D9E3,MATH120,813,21
SP2017,3FF2A61F,MATH120,1715,32
SP2017,3FF2F6A1,MATH120,1111,22
SP2017,3FF3DAD5,MATH120,1314,27
SP2017,4796E4AD,MATH120,1113,24
SP2017,66D3149,MATH115,410,14
SP2017,758DD295,MATH120,1613,29